,Additional_outlet_count,Cost_for_two,Delivery_Time,Home_Delivery,Delivery_cost,Rating,votes,Cuisine_count,Feature_count,Rest_type_count
3794,1,400,45,1,99,3.9,229,2,1,1
3795,4,450,45,0,76,4.0,211,1,1,1
3796,4,900,45,1,99,3.5,145,1,1,1
3797,4,550,45,0,76,3.6,123,3,1,1
3798,4,500,45,1,0,2.7,211,4,1,1
3799,4,350,45,1,99,3.6,91,3,1,1
3800,4,950,45,0,76,3.7,177,4,1,1
3801,4,600,45,0,76,3.7,184,2,1,1
3802,4,200,45,0,76,3.6,33,1,1,1
3803,4,350,45,1,99,3.3,38,1,1,1
3804,4,500,45,0,76,3.5,31,1,1,1
3805,4,750,45,1,99,3.6,261,4,1,1
3806,4,700,50,1,0,3.7,128,5,1,1
3807,4,150,45,1,99,3.2,88,1,1,1
3808,4,650,45,0,76,3.3,197,4,1,1
3809,4,300,45,1,99,3.7,38,3,1,1
3810,4,600,45,1,99,3.9,170,2,1,1
3811,3,250,45,1,0,3.8,43,1,1,1
3812,4,600,40,1,99,4.0,223,3,1,1
3813,4,500,45,0,76,3.9,69,2,1,1
3814,4,300,51,1,99,2.9,17,1,1,1
3815,4,700,45,0,76,3.3,159,2,1,1
3816,4,550,40,1,99,3.5,51,3,1,1
3817,4,450,45,1,0,3.3,10,1,1,1
3818,4,500,30,1,99,3.6,189,4,1,1
3819,4,700,45,0,76,3.9,49,5,1,1
3820,4,300,45,0,76,3.6,33,2,1,1
3821,4,350,45,0,76,3.7,34,2,1,1
3822,4,300,45,0,76,3.7,52,7,1,1
3823,1,300,45,1,0,2.8,9,1,1,1
3824,4,400,45,0,76,3.5,22,2,1,2
3825,1,350,45,1,99,3.3,15,3,1,1
3826,4,100,45,0,76,3.4,76,2,1,1
3827,4,400,50,1,0,0.0,238,5,1,1
3828,4,600,40,1,99,3.9,156,1,1,1
3829,4,500,45,1,99,3.5,41,3,1,1
3830,4,900,45,1,0,0.0,238,2,1,1
3831,1,450,45,1,0,0.0,238,3,1,1
3832,4,300,45,1,99,2.9,76,1,1,1
3833,4,600,45,1,0,3.8,152,3,1,1
3834,4,500,45,0,76,3.7,162,4,1,1
3835,4,350,45,0,76,3.7,336,2,1,1
3836,4,250,45,0,76,3.6,32,1,1,1
3837,4,1500,45,0,76,4.4,431,4,1,2
3838,4,450,45,0,76,3.8,176,5,1,1
3839,4,1000,45,0,76,3.6,226,2,1,1
3840,4,150,60,1,0,3.5,68,2,1,1
3841,4,450,55,1,99,4.0,374,7,1,1
3842,1,400,45,0,76,3.4,19,3,1,1
3843,4,750,45,0,76,2.0,378,2,1,1
3844,4,1000,45,0,76,3.5,54,3,1,1
3845,4,5000,45,0,76,3.8,66,3,1,2
3846,4,250,45,0,76,3.4,19,1,1,1
3847,1,250,45,0,76,3.7,34,1,1,1
3848,4,800,45,0,76,2.8,43,2,1,1
3849,4,450,45,0,76,3.6,47,3,1,1
3850,4,470,45,0,76,3.8,265,2,1,1
3851,4,250,45,0,76,3.8,75,3,1,2
3852,4,350,45,0,76,3.7,265,2,1,1
3853,4,1000,45,0,76,3.3,28,1,1,1
3854,4,1200,45,0,76,3.3,144,4,1,1
3855,4,550,45,0,76,3.2,104,4,1,1
3856,4,600,45,0,76,3.6,47,3,1,1
3857,4,2400,45,0,76,3.4,21,2,1,1
3858,1,100,45,0,76,3.5,34,1,1,1
3859,4,700,45,0,76,3.8,84,4,1,1
3860,4,250,45,0,76,0.0,238,2,1,1
3861,4,300,45,0,76,0.0,238,2,1,1
3862,4,500,45,0,76,3.4,32,3,1,1
3863,4,550,45,0,76,3.3,9,3,1,1
3864,4,400,45,0,76,3.5,25,3,1,1
3865,4,450,45,0,76,3.4,28,2,1,1
3866,4,350,45,0,76,3.3,15,4,1,1
3867,4,700,45,0,76,3.2,10,2,1,1
3868,4,150,45,0,76,3.7,23,1,1,1
3869,4,500,45,0,76,3.4,17,2,1,1
3870,4,150,45,0,76,3.5,23,2,1,1
3871,4,700,45,0,76,3.7,65,3,1,1
3872,4,300,45,0,76,3.7,35,2,1,1
3873,4,300,45,0,76,3.4,21,5,1,2
3874,4,700,45,0,76,3.5,42,3,1,1
3875,4,650,45,0,76,3.8,103,4,1,1
3876,4,700,45,0,76,3.4,106,3,1,1
3877,4,3000,45,0,76,3.6,76,3,1,1
3878,4,300,45,0,76,3.3,8,1,1,1
3879,4,450,45,0,76,3.7,217,3,1,1
3880,4,500,45,0,76,3.3,8,2,1,1
3881,4,500,45,0,76,3.7,131,5,1,1
3882,4,150,45,0,76,3.6,34,2,1,2
3883,4,550,45,0,76,3.4,50,5,1,1
3884,4,500,45,0,76,3.4,42,3,1,1
3885,4,450,45,0,76,3.8,126,4,1,1
3886,4,200,45,0,76,0.0,238,1,1,2
3887,4,800,45,0,76,0.0,238,1,1,1
3888,4,400,45,0,76,3.6,51,2,1,1
3889,4,400,45,0,76,3.6,51,2,1,1
3890,4,350,45,0,76,0.0,238,2,1,1
3891,3,450,45,0,76,0.0,238,3,1,1
3892,4,150,45,0,76,3.7,33,1,1,1
3893,4,300,45,0,76,3.8,32,1,1,1
3894,4,500,45,0,76,3.5,70,5,1,1
3895,4,400,45,0,76,0.0,238,1,1,1
3896,4,550,45,0,76,3.8,60,1,1,1
3897,4,1200,45,0,76,3.6,350,2,1,1
3898,4,550,45,0,76,3.8,95,3,1,1
3899,4,4000,45,0,76,3.6,69,1,1,1
3900,4,1500,45,0,76,3.7,222,8,1,1
3901,18,150,45,0,76,3.6,56,2,1,1
3902,4,400,45,0,76,3.6,42,4,1,1
3903,4,400,45,1,99,3.6,42,1,1,1
3904,4,450,45,1,99,3.7,302,6,1,1
3905,4,550,45,0,76,3.7,117,4,1,1
3906,4,800,45,0,76,3.6,129,2,1,1
3907,4,200,45,0,76,3.6,32,3,1,1
3908,4,300,45,0,76,4.4,164,2,1,1
3909,4,300,45,0,76,3.5,17,1,1,1
3910,4,3000,45,0,76,3.9,182,3,1,1
3911,4,150,45,0,76,3.5,16,1,1,1
3912,1,600,45,0,76,3.0,502,3,1,1
3913,1,500,45,0,76,3.3,16,4,1,1
3914,1,800,45,0,76,3.6,79,4,1,1
3915,4,400,45,0,76,3.6,21,4,1,1
3916,4,500,45,0,76,0.0,238,1,1,1
3917,4,300,45,0,76,3.2,6,3,1,1
3918,4,250,45,0,76,3.4,20,2,1,1
3919,4,250,45,0,76,3.4,20,2,1,1
3920,4,600,45,0,76,3.8,174,1,1,1
3921,4,700,45,0,76,2.6,117,4,1,1
3922,4,1300,45,1,99,3.6,104,3,1,1
3923,2,400,45,1,99,3.7,228,3,1,1
3924,1,400,45,1,0,3.8,63,2,1,1
3925,4,200,45,1,99,4.0,125,2,1,2
3926,4,200,45,1,99,3.9,93,1,1,1
3927,4,200,45,1,99,3.5,125,4,1,2
3928,4,100,45,0,76,3.9,61,1,1,1
3929,1,600,45,1,200,3.6,121,3,1,1
3930,4,1100,45,1,99,3.5,654,4,1,1
3931,4,500,45,1,99,3.6,114,3,1,1
3932,4,500,50,1,99,3.4,119,2,1,1
3933,4,600,40,1,99,3.7,76,2,1,1
3934,4,400,40,1,99,3.6,64,1,1,1
3935,4,250,45,1,0,3.1,4,2,1,1
3936,4,300,30,1,0,4.1,637,4,1,1
3937,4,400,45,0,76,3.4,105,1,1,1
3938,4,200,30,1,99,0.0,238,2,1,1
3939,4,650,45,0,76,3.8,121,2,1,1
3940,4,300,45,1,99,3.7,91,3,1,1
3941,4,600,45,0,76,3.6,155,1,1,1
3942,4,300,45,1,99,3.5,38,4,1,1
3943,2,300,30,1,99,3.6,30,1,1,1
3944,4,550,35,1,99,3.5,99,4,1,1
3945,4,350,30,1,0,3.2,45,2,1,1
3946,4,350,30,1,0,3.2,45,2,1,1
3947,4,600,45,1,99,3.7,239,3,1,1
3948,4,400,45,0,76,3.0,36,2,1,1
3949,4,450,45,0,76,3.5,29,3,1,1
3950,4,400,45,0,76,3.7,40,2,1,1
3951,4,200,45,0,76,2.8,81,2,1,2
3952,1,600,56,1,99,3.4,26,3,1,1
3953,4,400,30,1,0,3.5,170,2,1,1
3954,3,500,45,0,76,3.5,44,3,1,1
3955,4,500,45,0,76,3.7,75,5,1,1
3956,4,500,45,0,76,3.9,81,1,1,1
3957,4,100,45,1,0,3.4,10,1,1,1
3958,4,400,45,1,0,3.4,12,2,1,1
3959,4,450,45,0,76,3.7,79,3,1,1
3960,4,450,45,1,99,3.6,158,3,1,1
3961,4,500,45,1,99,3.5,145,4,1,1
3962,4,500,45,1,99,3.7,65,7,1,1
3963,4,200,45,1,99,3.3,19,2,1,1
3964,4,500,45,1,99,3.7,128,7,1,1
3965,4,500,45,1,0,3.5,20,2,1,1
3966,4,600,45,0,76,3.8,21,1,1,1
3967,4,400,45,0,76,3.2,6,3,1,1
3968,4,300,45,0,76,3.1,4,1,1,1
3969,2,300,45,0,76,3.2,16,1,1,1
3970,4,400,45,1,99,3.4,39,8,1,1
3971,1,700,45,0,76,3.1,7,4,1,1
3972,4,600,30,1,0,0.0,238,5,1,1
3973,4,300,45,1,0,0.0,238,1,1,1
3974,4,300,6,1,99,0.0,238,2,1,1
3975,4,400,45,1,99,3.9,64,2,1,1
3976,4,300,45,1,0,0.0,238,1,1,1
3977,4,300,6,1,99,0.0,238,2,1,1
3978,4,400,45,1,99,3.9,64,2,1,1
3979,4,1100,55,1,99,3.6,402,4,1,2
3980,4,600,45,1,99,3.6,199,2,1,1
3981,4,500,45,0,76,3.2,78,1,1,1
3982,4,500,45,1,0,3.7,40,3,1,1
3983,4,1500,45,0,76,3.6,54,3,1,1
3984,4,400,45,1,99,3.6,102,4,1,1
3985,4,500,45,1,99,3.3,38,1,1,1
3986,4,300,45,0,76,3.4,39,3,1,1
3987,1,600,45,0,76,3.7,234,2,1,1
3988,4,450,45,1,99,3.8,257,1,1,1
3989,4,200,45,0,76,4.1,114,1,1,1
3990,1,250,45,0,76,3.3,9,1,1,1
3991,4,600,45,0,76,3.8,380,2,1,1
3992,4,600,45,1,99,3.6,215,3,1,1
3993,4,500,45,1,99,4.1,139,6,1,1
3994,4,500,45,1,0,3.4,34,5,1,1
3995,4,1000,45,0,76,3.7,158,4,1,1
3996,4,1400,45,0,76,3.4,458,7,1,1
3997,4,700,45,0,76,0.0,238,2,1,1
3998,4,300,30,1,99,3.9,51,3,1,1
3999,4,400,60,1,99,0.0,238,8,1,1
4000,4,500,30,1,99,3.8,588,4,1,1
4001,4,300,45,0,76,3.7,219,8,1,2
4002,4,800,50,1,99,3.5,135,4,1,2
4003,4,600,45,0,76,4.4,223,1,1,1
4004,4,500,45,0,76,3.5,436,4,1,1
4005,4,550,45,0,76,3.6,164,4,1,1
4006,4,300,45,0,76,3.5,33,1,1,1
4007,4,300,45,0,76,2.8,33,1,1,1
4008,4,600,45,0,76,3.4,50,3,1,1
4009,4,150,45,0,76,3.2,14,3,1,1
4010,4,800,45,0,76,3.4,204,2,1,1
4011,4,500,45,0,76,2.7,124,3,1,1
4012,4,200,45,0,76,3.9,33,1,1,1
4013,4,350,45,0,76,3.7,46,1,1,1
4014,4,500,45,0,76,2.8,29,2,1,1
4015,4,150,45,0,76,3.6,39,1,1,1
4016,4,200,45,0,76,3.7,40,2,1,1
4017,4,550,45,0,76,3.5,35,2,1,1
4018,29,150,45,0,76,3.6,40,1,1,1
4019,4,800,45,0,76,3.4,169,4,1,1
4020,4,150,45,0,76,3.6,56,1,1,1
4021,4,500,45,0,76,3.7,104,4,1,1
4022,4,450,45,0,76,3.6,58,4,1,1
4023,4,450,45,0,76,3.8,96,3,1,1
4024,4,650,45,0,76,3.4,22,6,1,1
4025,4,1800,45,0,76,3.6,71,4,1,1
4026,4,200,45,0,76,3.7,20,2,1,1
4027,1,550,45,0,76,0.0,238,1,1,1
4028,4,300,45,0,76,0.0,238,1,1,1
4029,4,250,45,0,76,0.0,238,2,1,1
4030,4,400,45,0,76,0.0,238,2,1,1
4031,4,500,45,0,76,0.0,238,1,1,1
4032,4,700,45,0,76,3.2,48,5,1,1
4033,4,450,45,0,76,2.7,37,3,1,1
4034,4,150,45,0,76,3.9,137,2,1,1
4035,4,350,45,0,76,3.3,22,2,1,1
4036,4,350,45,0,76,3.4,22,3,1,1
4037,4,550,45,0,76,3.5,34,3,1,1
4038,2,300,45,0,76,3.6,58,2,1,2
4039,4,450,45,0,76,3.2,14,2,1,1
4040,4,350,45,0,76,3.4,9,2,1,1
4041,4,398,45,0,76,3.5,15,2,1,1
4042,1,200,45,0,76,3.5,15,2,1,1
4043,4,600,45,0,76,2.5,46,2,1,1
4044,4,400,45,0,76,3.5,49,2,1,1
4045,4,400,45,0,76,3.6,41,2,1,1
4046,4,200,45,0,76,0.0,238,2,1,1
4047,4,450,45,0,76,3.5,118,3,1,1
4048,1,450,45,0,76,3.7,35,3,1,2
4049,4,300,45,0,76,3.7,25,2,1,1
4050,4,350,45,0,76,3.7,132,5,1,1
4051,4,700,45,0,76,0.0,238,1,1,1
4052,4,400,45,0,76,3.3,53,2,1,1
4053,4,500,45,0,76,3.9,69,4,1,2
4054,4,550,45,0,76,3.7,157,6,1,1
4055,4,350,45,0,76,3.5,60,3,1,1
4056,6,150,45,0,76,3.7,23,1,1,1
4057,4,1000,45,0,76,3.2,18,1,1,1
4058,4,3500,45,0,76,3.1,68,2,1,1
4059,4,700,45,0,76,3.7,307,4,1,1
4060,4,100,45,0,76,3.6,27,1,1,1
4061,4,300,45,0,76,3.5,34,2,1,1
4062,4,400,45,0,76,3.5,17,4,1,1
4063,4,550,45,0,76,2.9,92,2,1,1
4064,4,800,45,0,76,3.5,42,1,1,1
4065,4,400,45,0,76,3.5,52,4,1,1
4066,4,500,45,0,76,3.7,347,2,1,2
4067,4,300,45,0,76,3.7,34,1,1,1
4068,4,400,45,0,76,3.5,23,2,1,1
4069,4,4500,45,0,76,4.2,205,3,2,1
4070,4,150,45,0,76,3.8,86,3,1,1
4071,4,300,45,0,76,3.4,35,1,1,1
4072,4,300,45,0,76,3.9,71,1,1,1
4073,4,900,45,0,76,3.3,31,3,1,2
4074,4,400,45,0,76,3.5,60,4,1,1
4075,4,200,45,0,76,3.7,56,2,1,2
4076,4,500,45,0,76,3.9,97,1,1,1
4077,4,450,45,0,76,3.5,90,5,1,1
4078,4,300,45,0,76,3.6,16,3,1,1
4079,4,300,45,0,76,3.6,16,3,1,1
4080,4,600,45,0,76,0.0,238,4,1,1
4081,4,1200,45,0,76,3.9,74,3,1,1
4082,4,500,45,0,76,2.7,75,2,1,1
4083,4,800,45,0,76,3.6,34,1,1,1
4084,4,300,45,1,99,3.8,96,7,2,1
4085,4,950,45,0,76,3.6,88,3,1,1
4086,4,500,45,1,99,2.7,118,5,1,1
4087,4,600,45,1,99,3.2,44,2,1,1
4088,4,600,30,1,99,3.4,86,4,1,1
4089,4,650,45,0,76,3.5,204,3,1,1
4090,4,650,45,1,99,3.6,181,4,1,1
4091,4,600,45,1,0,2.5,58,3,1,1
4092,1,350,45,1,99,3.2,64,2,1,1
4093,4,700,45,0,76,3.6,24,4,1,1
4094,4,1350,45,0,76,3.6,229,3,1,2
4095,4,3500,45,0,76,3.7,46,1,1,1
4096,4,500,45,0,76,3.4,55,2,1,1
4097,4,600,45,0,76,3.6,21,1,1,1
4098,4,300,30,1,0,3.2,29,2,1,1
4099,4,1200,45,0,76,3.8,173,3,1,1
4100,4,200,45,1,99,3.7,246,2,1,2
4101,4,550,45,1,99,3.3,101,2,1,1
4102,4,750,45,1,99,3.7,174,3,1,1
4103,4,700,45,0,76,3.9,411,2,1,2
4104,4,600,45,0,76,3.7,107,2,1,1
4105,2,300,45,1,99,3.8,171,1,1,1
4106,3,600,45,0,76,3.6,140,2,1,1
4107,4,250,50,1,99,3.3,55,3,1,1
4108,4,200,45,0,76,3.8,55,1,1,1
4109,4,500,45,0,76,3.7,65,2,1,1
4110,4,1000,45,0,76,3.4,34,3,1,1
4111,4,700,45,1,0,4.2,110,3,1,1
4112,4,400,45,1,99,3.6,181,1,1,1
4113,4,200,50,1,99,4.2,137,1,1,1
4114,4,400,50,1,99,3.4,74,3,1,1
4115,4,400,34,1,99,2.8,148,2,1,1
4116,4,400,45,1,99,3.5,46,1,1,1
4117,4,300,45,0,76,3.6,206,3,1,1
4118,4,600,45,1,99,3.6,117,2,1,1
4119,4,400,45,1,99,4.1,241,4,1,1
4120,4,500,60,1,99,2.9,20,2,1,2
4121,4,450,45,1,99,3.9,161,2,1,1
4122,4,300,45,1,99,3.4,14,1,1,1
4123,4,350,45,1,99,3.4,38,1,1,1
4124,4,300,45,0,76,3.4,16,1,1,1
4125,1,150,45,1,99,3.9,133,1,1,1
4126,4,300,45,0,76,4.2,70,2,1,1
4127,4,450,45,1,0,3.2,7,2,1,1
4128,4,400,30,1,99,3.9,465,5,1,1
4129,1,150,45,1,99,3.7,121,1,1,1
4130,4,350,45,1,99,3.6,121,1,1,1
4131,4,300,30,1,99,3.7,79,5,1,1
4132,1,300,45,0,76,3.4,66,5,1,1
4133,4,400,45,0,76,3.6,40,1,1,1
4134,4,650,30,1,99,3.1,23,2,1,1
4135,1,600,45,1,99,2.7,21,2,1,1
4136,4,500,30,1,99,4.3,302,4,1,1
4137,4,600,45,1,0,3.9,126,2,1,1
4138,4,400,50,1,99,3.6,72,2,1,1
4139,4,500,45,1,99,2.9,29,1,1,1
4140,4,400,30,1,99,4.0,129,2,1,1
4141,4,200,45,0,76,3.3,15,2,1,1
4142,4,400,45,1,99,3.4,66,8,1,1
4143,1,500,45,0,76,3.7,106,3,1,1
4144,3,300,45,1,99,3.2,7,1,1,1
4145,4,300,60,1,99,0.0,238,1,1,1
4146,4,300,45,0,76,3.6,33,2,1,1
4147,4,500,30,1,99,3.6,61,6,1,1
4148,4,400,45,0,76,3.7,35,1,1,1
4149,4,500,45,0,76,3.2,37,3,1,1
4150,4,250,45,1,0,4.1,139,3,1,1
4151,4,150,45,1,0,3.3,9,1,1,1
4152,4,400,45,0,76,3.2,7,3,1,1
4153,4,400,45,0,76,3.2,7,3,1,1
4154,4,300,45,1,0,3.1,11,3,1,1
4155,4,1000,35,1,99,3.7,255,2,1,1
4156,4,600,45,1,99,3.3,250,8,1,1
4157,4,500,45,1,0,3.6,25,3,1,1
4158,1,500,45,0,76,3.4,103,1,1,1
4159,4,250,45,0,76,3.6,126,1,1,1
4160,4,400,45,0,76,3.7,217,1,1,1
4161,4,350,30,1,0,3.6,84,2,1,1
4162,4,200,45,1,0,3.7,53,1,1,1
4163,4,600,45,0,76,2.9,24,2,1,1
4164,1,400,45,1,0,0.0,238,1,1,1
4165,4,400,45,0,76,3.7,28,1,1,1
4166,4,800,45,1,99,3.8,157,4,1,1
4167,4,400,45,1,99,3.6,149,3,1,1
4168,4,500,40,1,99,3.7,113,3,1,1
4169,4,600,45,0,76,3.7,64,6,1,2
4170,4,1000,45,0,76,3.5,173,2,1,1
4171,4,450,40,1,99,3.6,162,3,1,1
4172,4,800,45,0,76,3.7,70,3,1,1
4173,4,600,45,0,76,3.9,465,1,1,1
4174,4,500,30,1,99,3.9,77,3,1,1
4175,4,500,45,1,99,4.0,428,2,1,1
4176,4,350,45,0,76,3.5,167,2,1,1
4177,4,450,45,1,99,3.7,85,6,1,1
4178,4,200,45,0,76,3.5,12,1,1,1
4179,4,1000,45,0,76,3.4,18,3,1,1
4180,2,600,45,0,76,3.2,9,4,1,1
4181,4,450,45,0,76,3.5,105,3,1,1
4182,4,400,45,0,76,3.8,153,2,1,1
4183,4,650,45,0,76,2.7,69,5,1,1
4184,4,400,45,0,76,3.6,106,3,1,1
4185,1,200,45,0,76,2.9,18,1,1,1
4186,4,300,45,0,76,3.9,134,2,1,2
4187,1,300,45,0,76,3.4,14,1,1,1
4188,4,550,45,0,76,3.2,9,2,1,1
4189,4,350,45,0,76,3.6,66,2,1,1
4190,4,550,45,0,76,3.2,12,4,1,1
4191,4,1000,45,0,76,3.5,67,4,1,1
4192,4,850,45,0,76,3.6,191,4,1,1
4193,4,500,45,0,76,3.1,12,3,1,1
4194,4,550,45,0,76,3.3,62,5,1,1
4195,1,400,45,0,76,0.0,238,2,1,1
4196,4,250,45,0,76,0.0,238,1,1,1
4197,4,300,45,0,76,0.0,238,1,1,1
4198,1,350,45,0,76,0.0,238,1,1,1
4199,4,250,45,0,76,3.8,39,1,1,1
4200,4,350,45,0,76,3.9,237,2,1,1
4201,4,800,45,0,76,3.5,73,3,1,1
4202,4,200,45,0,76,3.6,55,3,1,1
4203,4,700,45,0,76,3.6,310,4,1,1
4204,4,650,45,0,76,3.6,212,4,1,1
4205,92,200,45,0,76,3.4,27,2,1,1
4206,4,350,45,0,76,3.1,37,3,1,1
4207,4,500,45,0,76,3.6,33,8,1,1
4208,4,500,45,0,76,3.4,9,1,1,1
4209,4,600,45,0,76,0.0,238,5,1,1
4210,4,120,45,0,76,3.5,17,1,1,1
4211,4,700,45,0,76,3.5,43,1,1,1
4212,1,200,45,0,76,3.9,67,2,1,2
4213,4,350,45,0,76,3.6,23,1,1,1
4214,4,550,45,0,76,3.7,174,3,1,1
4215,4,400,45,0,76,3.2,6,3,1,1
4216,4,2400,45,0,76,3.1,5,2,1,1
4217,4,500,45,0,76,3.4,40,2,1,1
4218,4,450,45,0,76,3.7,42,3,1,1
4219,4,450,45,0,76,3.4,45,1,1,1
4220,4,600,45,0,76,3.2,79,4,1,1
4221,4,250,45,0,76,3.6,43,1,1,1
4222,4,550,45,0,76,2.7,128,3,1,1
4223,4,150,45,0,76,0.0,238,3,1,1
4224,4,1500,45,0,76,3.6,95,2,1,2
4225,4,500,45,1,99,3.5,156,6,1,1
4226,4,600,45,1,99,3.6,89,4,1,1
4227,4,450,45,1,99,3.3,12,3,1,1
4228,4,600,45,1,99,3.5,128,5,1,1
4229,4,550,37,1,100,3.2,40,4,1,1
4230,4,550,45,0,76,3.6,76,4,1,1
4231,4,700,50,1,99,2.7,209,4,1,1
4232,4,2500,45,0,76,3.7,179,4,1,1
4233,4,300,45,0,76,3.8,171,2,1,1
4234,4,200,45,1,0,3.2,16,2,1,1
4235,4,500,45,0,76,3.5,43,7,1,2
4236,4,400,45,0,76,0.0,238,1,1,1
4237,4,500,45,0,76,3.4,115,3,1,1
4238,4,600,45,0,76,2.5,104,4,1,1
4239,4,600,45,0,76,3.7,158,1,1,1
4240,4,450,30,1,99,3.5,84,3,1,1
4241,4,550,30,1,0,3.2,71,3,1,1
4242,4,700,40,1,99,3.5,68,5,1,1
4243,4,550,45,1,99,3.3,132,2,1,1
4244,4,600,45,1,99,3.7,132,5,1,1
4245,4,800,40,1,99,3.8,156,3,1,1
4246,4,200,45,0,76,3.7,155,1,1,1
4247,4,450,45,1,99,3.3,32,3,1,2
4248,4,500,45,0,76,3.3,68,4,1,1
4249,4,550,50,1,99,3.0,37,3,1,1
4250,4,700,45,1,99,3.7,157,1,1,1
4251,4,700,45,1,99,3.8,221,3,1,1
4252,4,300,45,1,99,3.4,165,2,1,1
4253,4,400,45,0,76,3.6,25,4,1,1
4254,4,500,45,0,76,3.3,113,7,1,1
4255,4,600,45,1,99,3.9,118,6,1,1
4256,4,200,45,1,99,3.7,218,1,1,1
4257,4,300,40,1,99,3.8,251,4,1,2
4258,4,750,45,1,0,3.7,451,2,1,1
4259,4,500,53,1,99,4.0,78,3,1,1
4260,4,500,45,0,76,3.7,70,2,1,1
4261,4,1000,45,1,99,3.6,129,2,1,1
4262,4,300,45,1,0,3.6,32,1,1,1
4263,4,300,45,0,76,3.5,28,3,1,1
4264,4,500,45,0,76,3.5,27,3,1,1
4265,4,700,45,1,0,3.8,47,2,1,1
4266,4,300,45,1,99,3.6,74,5,1,1
4267,4,300,45,1,99,3.7,29,1,1,1
4268,4,350,45,1,99,3.4,190,8,1,1
4269,4,250,45,1,99,3.4,22,3,1,1
4270,4,600,45,0,76,3.2,16,3,1,1
4271,4,600,60,1,99,0.0,238,5,1,1
4272,4,700,45,0,76,0.0,238,3,1,1
4273,4,400,45,0,76,3.3,10,1,1,1
4274,4,800,45,0,76,3.2,6,3,1,1
4275,4,500,45,1,99,3.7,119,5,1,1
4276,4,400,45,0,76,3.8,183,8,1,1
4277,4,300,45,1,99,3.0,51,3,1,1
4278,4,200,45,0,76,3.2,5,2,1,1
4279,4,350,45,0,76,3.5,52,2,1,1
4280,4,350,45,0,76,3.5,74,4,1,1
4281,1,250,45,0,76,3.8,204,2,1,2
4282,4,700,50,1,0,0.0,238,1,1,1
4283,4,700,45,1,0,0.0,238,3,1,1
4284,4,550,45,0,76,3.6,265,2,1,1
4285,4,800,40,1,99,3.7,78,2,1,1
4286,4,150,45,0,76,3.7,51,2,1,1
4287,4,750,45,0,76,3.4,115,4,1,1
4288,4,500,45,0,76,3.7,37,1,1,1
4289,4,700,45,0,76,3.5,41,5,1,1
4290,4,500,45,0,76,3.5,41,5,1,1
4291,4,550,45,0,76,3.4,69,2,1,1
4292,4,500,45,0,76,3.3,77,5,1,1
4293,4,400,45,0,76,3.4,43,2,1,1
4294,4,1000,45,0,76,3.6,38,4,1,1
4295,4,400,45,0,76,3.2,23,3,1,1
4296,4,400,45,0,76,3.6,28,1,1,1
4297,4,300,45,0,76,3.6,15,1,1,1
4298,4,100,45,0,76,3.7,54,1,1,1
4299,4,550,45,0,76,3.5,66,4,1,1
4300,4,650,45,0,76,3.4,36,4,1,1
4301,4,400,45,0,76,3.4,60,4,1,1
4302,4,850,45,0,76,3.7,111,4,1,1
4303,4,450,45,0,76,3.6,48,4,1,1
4304,4,400,45,0,76,0.0,238,1,1,1
4305,4,500,45,0,76,3.3,8,2,1,2
4306,4,350,45,0,76,0.0,238,2,1,1
4307,4,800,45,0,76,0.0,238,2,1,1
4308,4,200,45,0,76,0.0,238,2,1,1
4309,4,150,45,0,76,3.4,34,2,1,1
4310,4,450,45,0,76,3.5,42,3,1,1
4311,4,350,45,0,76,3.4,21,2,1,1
4312,4,2500,45,0,76,3.7,100,2,1,1
4313,4,1000,45,0,76,3.5,36,3,1,1
4314,4,1000,45,0,76,3.6,192,8,1,1
4315,4,300,45,0,76,3.3,21,2,1,1
4316,4,500,45,0,76,3.5,21,1,1,1
4317,4,1500,45,0,76,3.3,12,3,1,2
4318,4,450,45,0,76,3.5,25,3,1,1
4319,4,200,45,0,76,3.1,4,1,1,1
4320,4,200,45,0,76,0.0,238,3,1,1
4321,4,400,45,0,76,3.3,7,3,1,1
4322,4,600,45,0,76,3.5,58,2,1,1
4323,1,450,45,0,76,3.0,35,1,1,1
4324,4,600,45,0,76,0.0,238,4,1,1
4325,4,450,45,0,76,3.5,34,4,1,1
4326,4,450,45,0,76,3.6,58,1,1,1
4327,3,100,45,0,76,3.7,22,1,1,1
4328,4,700,45,0,76,3.5,102,2,1,1
4329,4,450,45,0,76,3.8,69,2,1,1
4330,4,350,45,0,76,3.6,21,2,1,1
4331,4,400,45,0,76,0.0,238,5,1,1
4332,4,400,45,0,76,0.0,238,2,1,1
4333,4,400,45,0,76,3.6,40,4,1,1
4334,4,300,45,0,76,3.4,61,2,1,1
4335,4,550,45,0,76,3.6,49,4,1,1
4336,4,350,45,0,76,3.3,7,1,1,1
4337,1,1200,45,0,76,4.0,70,2,1,1
4338,4,300,45,0,76,2.9,13,1,1,1
4339,4,250,45,0,76,3.8,101,2,1,1
4340,4,250,45,0,76,3.3,11,1,1,1
4341,4,700,45,0,76,3.5,33,5,1,1
4342,4,500,45,0,76,3.4,557,4,1,1
4343,4,800,45,0,76,3.4,7,1,1,1
4344,4,150,45,0,76,3.4,30,2,1,1
4345,4,300,45,0,76,3.7,72,1,1,1
4346,4,800,45,0,76,3.6,49,1,1,1
4347,4,600,45,0,76,3.5,123,3,1,1
4348,4,400,45,0,76,3.4,11,1,1,1
