,Additional_outlet_count,Cost_for_two,Delivery_Time,Home_Delivery,Delivery_cost,Rating,votes,Cuisine_count,Feature_count,Rest_type_count
1821,4,1500,45,0,76,3.8,182,8,1,1
1822,4,4000,45,0,76,4.3,195,1,2,1
1823,4,1500,45,0,76,3.7,529,3,1,1
1824,4,500,45,0,76,4.0,89,8,1,1
1825,4,600,45,0,76,3.8,341,3,1,1
1826,2,200,45,0,76,4.2,163,2,1,1
1827,4,1100,45,1,99,3.6,768,3,1,2
1828,4,500,45,1,0,3.8,317,2,1,1
1829,4,500,45,1,99,3.9,332,2,1,1
1830,1,1150,40,1,99,3.8,605,3,1,1
1831,3,500,45,0,76,3.8,258,5,1,2
1832,4,150,45,0,76,4.1,125,2,1,1
1833,1,1700,45,0,76,4.2,84,1,1,1
1834,4,200,45,0,76,3.9,45,2,1,1
1835,4,2500,45,0,76,3.9,131,1,1,1
1836,3,400,45,1,200,3.8,197,3,1,1
1837,4,1500,45,1,0,3.9,251,3,1,1
1838,4,550,45,0,76,3.7,211,3,1,1
1839,4,500,40,1,99,3.8,158,5,1,1
1840,4,450,45,1,99,3.9,255,2,1,1
1841,4,600,50,1,99,3.4,507,4,1,1
1842,4,500,45,1,0,3.8,333,5,1,1
1843,4,750,30,1,99,3.6,310,2,1,1
1844,4,600,45,1,99,3.8,70,1,1,1
1845,35,300,45,1,0,4.4,25,1,1,1
1846,4,600,45,1,0,3.4,49,2,1,1
1847,2,300,50,1,99,3.9,186,3,1,1
1848,4,350,45,0,76,3.6,21,1,1,1
1849,4,400,45,1,0,3.3,83,2,1,1
1850,4,500,45,1,0,4.3,47,1,1,1
1851,4,300,45,0,76,3.6,21,4,1,1
1852,4,600,45,1,0,3.6,28,6,1,2
1853,4,1000,47,1,99,3.8,192,8,1,1
1854,4,200,45,1,99,3.9,280,1,1,1
1855,4,500,45,1,0,0.0,238,2,1,1
1856,4,4000,45,0,76,4.0,482,3,1,1
1857,4,800,60,1,99,3.9,102,3,1,1
1858,4,800,60,1,99,3.9,102,3,1,1
1859,4,500,45,1,0,3.7,49,1,1,1
1860,2,1550,55,1,99,3.9,1447,1,1,1
1861,4,600,45,1,99,3.7,266,4,1,1
1862,4,700,45,1,350,4.0,694,1,1,1
1863,4,300,60,1,99,0.0,238,4,1,1
1864,4,1500,45,0,76,3.4,721,2,1,1
1865,4,600,45,1,99,3.4,298,4,1,1
1866,4,550,39,1,99,4.2,320,2,3,1
1867,4,200,45,0,76,0.0,238,1,1,1
1868,4,500,30,1,99,4.0,999,3,1,1
1869,4,500,45,0,76,3.8,35,8,1,1
1870,4,600,30,1,99,3.8,312,2,1,1
1871,4,700,45,0,76,3.9,148,4,1,1
1872,4,450,45,0,76,3.4,12,2,1,1
1873,4,1000,45,0,76,3.8,346,3,1,1
1874,4,500,45,0,76,3.7,82,2,1,2
1875,4,450,45,0,76,3.7,360,2,1,1
1876,4,1000,45,0,76,3.8,265,3,1,1
1877,4,900,45,0,76,3.8,395,2,1,1
1878,1,600,45,0,76,3.3,263,3,1,1
1879,4,350,45,0,76,4.0,321,2,1,1
1880,4,600,45,0,76,3.8,79,6,1,1
1881,4,1300,45,0,76,3.7,620,4,1,1
1882,4,250,45,0,76,3.8,245,2,1,1
1883,4,800,45,0,76,3.5,58,2,1,1
1884,1,200,45,0,76,4.2,134,1,1,1
1885,4,600,45,0,76,0.0,238,1,1,1
1886,4,300,45,0,76,4.2,142,2,1,1
1887,4,500,45,0,76,3.7,121,5,1,1
1888,1,500,50,1,99,3.5,253,3,1,1
1889,4,450,45,1,0,3.8,193,8,1,1
1890,4,650,45,1,99,3.5,117,1,1,1
1891,4,600,45,0,76,3.7,192,3,1,1
1892,4,200,45,0,76,4.2,361,1,1,1
1893,1,450,45,0,76,3.6,242,1,1,1
1894,2,500,45,1,99,3.9,367,2,1,1
1895,2,1000,30,1,99,3.5,850,6,1,1
1896,4,500,30,1,99,3.8,122,5,1,1
1897,4,550,30,1,0,3.9,246,5,1,1
1898,4,500,50,1,99,3.7,575,3,1,1
1899,4,600,45,0,76,3.8,243,2,1,1
1900,4,300,45,0,76,4.3,553,7,1,1
1901,4,600,45,1,0,3.9,182,4,1,1
1902,4,500,45,1,99,3.9,134,3,1,1
1903,1,750,45,1,300,3.8,279,2,1,1
1904,4,500,45,1,99,3.9,116,4,1,2
1905,2,300,30,1,99,3.3,176,2,1,1
1906,4,450,45,1,99,3.4,53,5,1,1
1907,2,250,45,1,99,3.6,70,2,1,1
1908,4,1000,45,0,76,3.7,115,7,1,1
1909,4,650,45,1,99,3.7,24,3,1,1
1910,4,400,30,1,0,3.5,98,6,1,1
1911,4,500,45,1,0,3.5,28,8,1,1
1912,4,150,45,1,99,3.5,47,1,1,1
1913,1,500,45,1,0,3.5,17,4,1,1
1914,4,500,45,0,76,3.9,87,5,1,1
1915,4,500,30,1,0,3.8,108,2,1,2
1916,4,200,45,1,99,3.7,44,1,1,1
1917,1,500,45,0,76,3.6,315,3,1,1
1918,4,1000,45,1,99,3.5,351,3,1,1
1919,1,900,45,0,76,4.0,523,4,1,1
1920,4,550,45,1,99,3.6,296,4,1,1
1921,4,400,45,1,99,4.0,381,7,1,1
1922,4,600,45,0,76,4.0,430,1,1,1
1923,4,600,45,0,76,0.0,238,4,1,1
1924,4,500,45,1,99,3.7,163,3,1,1
1925,4,1000,50,1,99,3.9,252,3,1,1
1926,4,400,45,1,99,4.0,437,2,1,1
1927,4,200,45,1,99,3.4,166,3,1,1
1928,4,550,45,1,0,3.6,85,5,1,1
1929,1,800,45,1,99,3.6,212,3,1,1
1930,4,300,45,0,76,4.4,947,1,1,1
1931,4,250,45,0,76,4.1,193,3,1,1
1932,4,450,45,0,76,4.1,421,1,1,1
1933,6,200,45,0,76,3.8,142,1,1,1
1934,1,1000,45,0,76,4.3,623,8,2,1
1935,4,350,50,1,99,3.7,270,2,1,1
1936,4,600,45,1,99,3.9,532,3,1,1
1937,4,4200,45,0,76,4.2,353,3,2,1
1938,4,300,45,1,0,0.0,238,1,1,1
1939,1,500,45,0,76,3.9,136,3,1,1
1940,4,600,30,1,99,4.2,209,2,1,1
1941,1,200,45,1,0,4.5,314,1,1,1
1942,4,750,45,1,0,4.3,556,6,3,1
1943,4,3500,45,0,76,3.9,471,1,1,1
1944,4,800,45,0,76,3.7,24,2,1,1
1945,4,350,45,0,76,3.5,18,3,1,1
1946,4,400,45,0,76,3.7,67,3,1,1
1947,4,350,45,0,76,3.6,181,4,1,1
1948,4,1400,45,0,76,3.7,228,3,1,1
1949,4,450,45,0,76,3.6,76,2,1,1
1950,4,500,45,0,76,3.6,80,4,1,1
1951,4,700,45,0,76,4.0,362,2,1,2
1952,4,350,45,0,76,3.9,88,1,1,1
1953,4,500,45,0,76,3.6,61,3,1,1
1954,4,500,45,0,76,4.4,357,2,1,1
1955,4,700,45,0,76,0.0,238,5,1,1
1956,4,550,45,1,99,3.5,118,5,1,1
1957,4,500,45,0,76,3.6,285,2,1,1
1958,4,1200,50,1,99,4.0,1140,4,3,1
1959,4,650,50,1,150,3.4,297,7,1,1
1960,4,500,45,1,200,3.8,410,4,1,1
1961,4,600,45,1,99,3.6,160,3,1,1
1962,4,600,45,0,76,3.7,383,1,1,1
1963,4,200,45,1,99,3.8,294,2,1,1
1964,3,400,45,0,76,3.9,157,2,1,1
1965,4,400,45,0,76,0.0,238,1,1,1
1966,4,3000,45,0,76,4.0,235,2,1,1
1967,4,2000,45,0,76,4.1,49,1,1,1
1968,4,500,45,0,76,3.7,136,2,1,1
1969,1,1200,45,0,76,3.6,471,3,1,2
1970,4,300,45,0,76,0.0,238,1,1,1
1971,1,850,45,0,76,3.8,385,3,1,1
1972,17,600,50,1,99,3.7,240,2,1,1
1973,4,800,45,1,99,3.9,581,3,1,1
1974,4,350,45,0,76,3.8,139,2,1,1
1975,4,150,45,1,99,3.5,133,2,1,1
1976,4,500,30,1,99,3.6,160,5,1,1
1977,4,500,30,1,0,3.4,11,2,1,1
1978,4,700,30,1,99,4.2,220,2,1,1
1979,4,500,45,1,99,3.9,233,1,1,1
1980,4,600,45,0,76,4.0,192,1,1,1
1981,1,700,45,1,99,4.0,85,4,1,1
1982,4,450,45,0,76,3.7,30,2,1,1
1983,4,400,45,0,76,3.6,78,1,1,1
1984,4,400,45,0,76,3.6,45,1,1,1
1985,4,600,45,1,0,3.5,47,3,1,1
1986,4,500,30,1,99,4.1,152,2,1,1
1987,4,450,45,1,0,3.5,84,3,1,1
1988,4,300,45,1,99,3.6,47,3,1,1
1989,4,800,45,1,0,3.5,23,6,1,1
1990,4,350,45,1,0,3.4,23,1,1,1
1991,4,550,45,1,0,3.7,41,2,1,1
1992,4,700,45,1,0,0.0,238,1,1,1
1993,4,350,45,0,76,0.0,238,2,1,1
1994,4,250,45,1,0,0.0,238,1,1,1
1995,4,300,50,1,99,3.9,402,2,1,1
1996,4,150,45,0,76,4.0,329,1,1,1
1997,4,600,45,1,99,4.0,109,1,1,1
1998,1,550,60,1,0,3.8,415,3,1,1
1999,4,500,45,0,76,3.6,206,2,1,1
2000,4,600,55,1,99,4.0,372,3,1,1
2001,4,500,55,1,99,4.0,615,4,1,1
2002,4,700,45,0,76,3.9,159,2,1,1
2003,1,650,60,1,99,3.4,429,4,1,1
2004,4,600,45,0,76,3.5,27,4,1,1
2005,4,500,45,0,76,3.9,228,5,1,1
2006,1,750,45,0,76,3.7,348,3,1,1
2007,4,400,45,0,76,3.7,60,4,1,1
2008,4,350,60,1,99,3.3,8,1,1,1
2009,4,500,45,1,0,3.7,24,2,1,1
2010,4,600,45,1,99,3.7,347,3,1,1
2011,4,400,45,0,76,3.7,214,4,1,1
2012,4,2000,45,0,76,3.7,67,3,1,2
2013,4,350,45,0,76,4.2,202,3,1,1
2014,4,300,45,1,99,3.7,278,4,1,2
2015,1,350,45,1,99,3.8,362,2,1,1
2016,1,650,45,1,99,4.3,164,2,1,1
2017,4,1000,30,1,0,3.9,111,4,1,1
2018,4,800,30,1,99,4.1,81,1,1,1
2019,4,200,45,0,76,3.8,155,2,1,1
2020,4,800,45,0,76,3.9,153,5,1,2
2021,4,500,45,1,0,4.0,285,1,1,1
2022,4,500,45,0,76,3.8,209,4,1,1
2023,4,400,45,0,76,3.7,95,4,1,1
2024,4,650,45,0,76,3.6,356,3,1,1
2025,4,500,45,0,76,3.5,165,5,1,1
2026,4,700,45,0,76,3.7,168,3,1,1
2027,4,4000,45,0,76,4.0,333,4,1,1
2028,4,300,45,0,76,3.9,42,2,1,1
2029,4,450,45,0,76,3.5,146,5,1,1
2030,3,100,45,0,76,0.0,238,3,1,1
2031,6,200,45,0,76,3.7,145,3,1,1
2032,4,600,45,0,76,3.7,153,4,1,1
2033,4,550,45,0,76,3.6,143,3,1,1
2034,4,600,45,0,76,0.0,238,3,1,1
2035,4,450,45,0,76,3.8,362,2,1,1
2036,4,500,45,0,76,3.6,230,5,1,1
2037,4,450,45,0,76,3.8,311,3,1,1
2038,4,200,45,0,76,3.9,588,1,1,1
2039,4,550,45,0,76,3.6,295,3,1,1
2040,4,250,45,0,76,3.7,42,2,1,1
2041,4,300,45,0,76,4.0,294,3,1,1
2042,4,550,45,0,76,3.9,338,2,1,1
2043,4,500,45,1,99,3.6,179,5,1,1
2044,1,750,45,0,76,3.7,250,2,1,1
2045,4,400,50,1,99,3.7,205,3,1,1
2046,4,500,45,0,76,3.7,142,5,1,1
2047,4,700,45,1,0,3.7,213,3,1,1
2048,4,400,45,1,0,3.4,75,5,1,1
2049,4,2000,45,0,76,3.7,1371,4,1,2
2050,1,1200,45,0,76,3.4,607,3,1,1
2051,4,400,45,1,99,3.6,93,2,1,1
2052,4,500,45,0,76,3.8,894,2,1,1
2053,1,450,45,0,76,3.7,519,3,1,1
2054,4,500,45,0,76,3.5,144,4,1,1
2055,4,550,45,0,76,3.7,345,2,1,1
2056,2,500,40,1,0,4.2,387,1,1,1
2057,4,500,45,1,99,3.4,138,3,1,1
2058,4,750,45,0,76,3.8,149,3,1,1
2059,4,500,40,1,99,3.7,479,4,1,1
2060,4,1000,46,1,99,3.8,393,4,1,1
2061,4,300,45,1,99,3.6,198,3,1,1
2062,4,400,33,1,99,3.5,104,2,1,1
2063,3,250,45,0,76,3.6,102,2,1,1
2064,4,350,45,0,76,4.0,563,1,1,1
2065,4,200,45,1,99,4.0,260,1,1,1
2066,4,600,30,1,99,3.8,172,4,1,1
2067,4,500,45,0,76,3.0,261,3,1,1
2068,2,400,45,0,76,3.6,181,2,1,1
2069,4,300,136,1,0,4.0,156,1,1,1
2070,4,500,45,0,76,4.0,310,3,1,1
2071,4,450,45,0,76,3.8,95,4,1,1
2072,4,400,45,0,76,3.4,422,2,1,1
2073,4,500,45,1,99,4.0,247,2,1,1
2074,2,600,45,0,76,3.7,142,4,1,1
2075,4,500,45,0,76,3.9,62,5,1,1
2076,4,900,45,0,76,3.9,162,4,1,1
2077,4,800,50,1,99,3.8,156,4,1,1
2078,4,800,50,1,99,3.6,124,5,1,1
2079,4,750,45,0,76,4.4,321,3,1,1
2080,1,650,45,1,99,3.6,123,3,1,1
2081,3,400,50,1,99,3.5,322,1,1,1
2082,4,400,45,0,76,3.7,104,2,1,1
2083,4,500,45,1,99,3.6,217,2,1,1
2084,4,300,45,0,76,3.9,177,1,1,1
2085,5,400,45,0,76,4.0,89,1,1,1
2086,1,200,45,1,0,3.5,42,1,1,1
2087,4,1500,45,0,76,4.0,127,3,1,1
2088,4,350,45,1,99,4.0,258,1,1,1
2089,4,400,45,1,99,4.1,55,8,1,1
2090,4,400,45,1,0,3.8,58,3,1,1
2091,4,500,45,1,99,0.0,238,3,1,1
2092,4,300,45,1,99,0.0,238,1,1,1
2093,1,300,45,1,99,3.8,74,2,1,1
2094,1,300,45,1,99,3.8,74,2,1,1
2095,4,300,45,1,0,3.5,21,5,1,1
2096,4,600,50,1,99,4.0,223,6,1,1
2097,4,750,45,1,99,4.0,721,3,2,1
2098,4,400,45,1,0,3.4,16,3,1,1
2099,1,550,45,0,76,3.9,195,2,1,1
2100,4,800,45,0,76,0.0,238,1,1,1
2101,4,2500,45,0,76,4.0,185,3,3,1
2102,4,500,45,1,0,3.8,147,2,1,1
2103,4,150,45,0,76,3.8,73,2,1,1
2104,4,100,45,1,0,3.3,9,1,1,1
2105,4,650,45,1,99,3.6,370,3,1,1
2106,2,400,30,1,99,0.0,238,1,1,1
2107,4,1400,45,1,0,3.9,1318,2,2,1
2108,4,2200,45,0,76,4.2,358,2,1,1
2109,4,450,50,1,0,3.8,462,5,1,1
2110,4,500,45,0,76,3.5,111,1,1,1
2111,17,200,45,0,76,4.0,189,3,1,1
2112,4,400,45,0,76,3.5,10,1,1,1
2113,4,200,45,0,76,3.6,39,1,1,1
2114,2,300,45,0,76,4.1,122,2,1,1
2115,4,450,45,0,76,0.0,238,1,1,1
2116,4,800,45,0,76,3.8,394,3,1,1
2117,1,500,45,0,76,3.7,288,6,1,1
2118,4,900,45,0,76,3.6,245,2,1,1
2119,4,350,45,0,76,4.1,147,2,1,1
2120,4,750,45,0,76,4.1,395,8,3,1
2121,2,200,45,0,76,4.1,337,2,1,1
2122,4,500,45,1,99,3.6,213,4,1,1
2123,4,600,45,0,76,4.3,361,4,1,1
2124,4,200,30,1,0,4.0,155,2,1,1
2125,1,300,45,0,76,3.8,105,3,1,2
2126,4,600,45,0,76,4.1,130,3,1,1
2127,4,700,45,0,76,3.3,416,3,1,1
2128,4,250,45,0,76,3.8,134,1,1,1
2129,4,750,45,0,76,3.6,314,1,1,1
2130,4,1600,45,0,76,3.8,726,4,1,1
2131,4,1200,60,1,99,3.8,394,3,1,1
2132,4,350,45,1,99,3.6,192,2,1,1
2133,1,500,45,0,76,3.6,169,1,1,1
2134,1,600,45,0,76,3.6,125,2,1,1
2135,1,700,45,0,76,3.7,233,4,1,1
2136,4,450,45,1,99,3.6,139,4,1,1
2137,2,250,45,1,99,3.9,129,2,1,1
2138,4,1200,45,1,99,3.4,95,2,1,1
2139,4,600,45,0,76,3.3,220,2,1,1
2140,1,800,45,1,99,4.0,552,4,1,1
2141,4,500,45,0,76,4.2,398,4,1,1
2142,4,350,45,1,99,3.7,339,1,1,1
2143,4,900,60,1,99,3.6,115,6,1,1
2144,4,400,38,1,99,3.7,97,3,1,1
2145,4,300,45,0,76,3.3,10,1,1,1
2146,4,700,55,1,99,4.1,141,2,1,1
2147,4,450,45,1,0,4.3,80,3,1,1
2148,4,550,45,1,0,3.9,460,4,1,1
2149,4,400,30,1,99,3.7,117,1,1,1
2150,4,300,32,1,0,3.4,50,2,1,1
2151,4,500,45,0,76,3.8,99,2,1,1
2152,4,500,30,1,99,2.9,256,2,1,1
2153,4,500,45,1,0,0.0,238,1,1,1
2154,4,300,60,1,99,0.0,238,2,1,1
2155,5,100,45,0,76,4.1,201,1,1,1
2156,4,400,45,1,0,3.8,109,3,1,1
2157,4,600,45,1,99,3.5,95,2,1,1
2158,1,400,45,0,76,4.0,221,2,1,1
2159,4,300,45,0,76,4.2,158,1,1,1
2160,4,600,30,1,99,3.8,584,7,1,1
2161,4,500,45,0,76,3.7,343,3,1,1
2162,4,300,45,0,76,4.3,314,3,1,1
2163,1,500,45,1,0,4.4,521,4,1,1
2164,4,500,45,1,99,3.4,233,2,1,1
2165,4,500,50,1,99,4.0,464,1,1,1
2166,4,1200,45,0,76,0.0,238,6,1,1
2167,4,500,45,1,0,0.0,238,3,1,1
2168,4,1000,45,0,76,3.6,128,4,1,1
2169,4,300,45,0,76,3.6,55,2,1,1
2170,4,450,45,0,76,3.6,61,3,1,1
2171,4,100,45,0,76,0.0,238,1,1,1
2172,4,400,45,0,76,0.0,238,2,1,1
2173,4,850,45,0,76,3.8,236,2,1,1
2174,4,500,45,0,76,3.6,46,4,1,1
2175,4,650,45,0,76,3.6,121,3,1,1
2176,4,300,45,0,76,0.0,238,2,1,1
2177,4,1000,45,0,76,4.1,64,2,1,1
2178,4,650,45,0,76,3.7,122,4,1,1
2179,4,600,45,0,76,3.7,316,3,1,1
2180,4,500,45,0,76,3.5,130,4,1,1
2181,4,500,45,0,76,3.5,31,2,1,1
2182,1,300,45,0,76,3.8,105,2,1,2
2183,4,600,45,0,76,3.7,211,5,1,1
2184,4,500,45,0,76,0.0,238,2,1,1
2185,4,500,45,0,76,4.0,207,4,1,1
2186,4,4200,45,0,76,4.4,139,2,1,1
2187,4,550,45,0,76,3.7,346,4,1,1
2188,1,500,45,1,99,3.4,153,2,1,1
2189,4,400,45,1,99,3.8,119,2,1,2
2190,4,2000,45,0,76,4.0,143,1,1,1
2191,4,450,45,0,76,3.7,88,6,1,1
2192,4,600,45,0,76,3.8,234,3,1,1
2193,4,1000,45,0,76,3.7,73,1,1,1
2194,4,250,45,0,76,3.8,43,2,1,1
2195,4,3500,45,0,76,3.9,285,2,1,1
2196,4,500,45,0,76,3.8,282,4,1,1
2197,4,300,45,1,0,3.9,513,2,1,2
2198,2,500,45,1,99,3.7,243,2,1,1
2199,4,600,45,0,76,3.7,251,2,1,1
2200,4,450,45,0,76,3.8,311,1,1,1
2201,4,450,45,0,76,4.0,294,3,1,1
2202,1,500,45,0,76,4.0,370,3,1,1
2203,4,650,56,1,99,3.6,507,1,1,1
2204,4,2000,45,0,76,4.0,374,3,1,2
2205,4,4500,45,0,76,4.2,171,4,1,1
2206,4,600,45,0,76,3.6,222,3,1,1
2207,4,600,45,1,99,3.7,407,5,1,1
2208,1,650,45,1,400,3.6,344,3,1,1
2209,1,700,30,1,0,4.4,102,3,1,1
2210,4,500,50,1,99,3.6,173,1,1,1
2211,4,400,45,0,76,3.9,137,6,1,1
2212,4,550,45,1,99,3.7,237,2,1,1
2213,4,300,45,1,99,4.4,168,2,1,1
2214,4,400,45,0,76,4.1,186,3,1,1
2215,4,200,40,1,99,4.1,87,1,1,1
2216,4,150,30,1,99,4.4,102,1,1,1
2217,4,400,45,0,76,3.5,21,2,1,1
2218,4,800,30,1,99,3.3,77,4,1,1
2219,1,600,45,1,99,3.5,162,4,1,1
2220,4,500,45,0,76,3.6,277,2,1,1
2221,4,600,30,1,0,4.2,766,3,1,1
2222,4,600,30,1,99,3.9,130,4,1,1
2223,4,500,45,0,76,4.1,284,6,1,1
2224,1,300,45,1,0,3.7,64,1,1,1
2225,4,700,45,0,76,3.5,19,4,1,1
2226,4,800,45,0,76,3.5,41,1,1,1
2227,4,400,45,1,0,3.6,38,2,1,1
2228,4,600,45,1,0,0.0,238,1,1,1
2229,4,500,45,1,0,3.2,38,2,1,1
2230,4,700,45,1,99,0.0,238,5,1,1
2231,4,800,50,1,99,3.9,437,4,1,1
2232,4,300,92,1,99,4.0,154,2,1,2
2233,4,900,45,1,99,3.8,350,3,1,1
2234,4,600,45,1,99,3.8,44,2,1,1
2235,1,750,30,1,99,3.7,555,3,1,1
2236,4,500,70,1,99,3.8,665,5,1,1
2237,4,1400,45,0,76,0.0,238,3,1,1
2238,4,700,45,0,76,3.9,550,4,2,1
2239,4,750,45,0,76,0.0,238,2,1,1
2240,1,200,45,1,99,4.4,811,1,1,1
2241,4,200,45,0,76,4.1,109,2,1,1
2242,7,200,45,0,76,3.7,133,3,1,2
2243,4,300,50,1,0,3.4,14,1,1,1
2244,4,400,45,1,99,4.5,117,4,1,1
2245,3,1100,45,1,99,3.6,731,3,1,1
2246,4,700,45,1,0,3.8,338,4,1,1
2247,4,2000,45,0,76,3.9,115,1,1,1
2248,4,800,45,0,76,3.9,289,7,1,1
2249,4,600,40,1,99,3.6,104,2,1,1
2250,4,400,60,1,0,3.9,283,6,1,1
2251,4,400,45,0,76,3.6,252,1,1,1
2252,4,600,45,0,76,3.6,181,8,1,1
2253,4,400,45,0,76,0.0,238,1,1,1
2254,1,500,45,0,76,3.3,12,2,1,1
2255,4,400,45,0,76,3.5,19,1,1,1
2256,4,500,45,0,76,3.5,19,2,1,1
2257,1,600,45,0,76,3.6,142,4,1,1
2258,4,600,45,0,76,3.5,197,4,1,1
2259,4,1500,45,0,76,3.9,330,2,1,1
2260,4,200,45,0,76,3.8,39,2,1,1
2261,4,1000,45,0,76,3.9,379,5,2,1
2262,4,150,45,0,76,4.2,217,2,1,1
2263,4,750,45,0,76,3.7,180,3,1,1
2264,4,400,45,0,76,3.0,92,3,1,1
2265,4,500,45,0,76,3.1,190,4,1,1
2266,4,700,45,0,76,3.6,333,4,1,1
2267,4,550,45,0,76,3.8,197,4,1,1
2268,4,1200,45,1,99,3.6,389,4,1,1
2269,4,600,45,1,99,3.5,300,3,1,1
2270,4,500,45,1,99,3.5,175,4,1,1
2271,4,550,45,1,0,3.3,164,4,1,1
2272,4,650,30,1,99,3.5,148,2,1,1
2273,4,450,45,1,0,3.7,71,3,1,1
2274,4,1200,45,0,76,3.8,315,8,1,1
2275,4,500,45,0,76,3.7,189,5,1,1
2276,4,500,45,0,76,3.6,44,5,1,1
2277,4,2000,45,0,76,4.0,114,2,1,1
2278,4,400,45,0,76,3.6,77,3,1,1
2279,4,1000,45,0,76,4.0,783,3,1,1
2280,4,650,45,0,76,4.0,268,2,1,1
2281,4,500,45,0,76,3.7,252,5,1,1
2282,4,500,45,0,76,3.6,223,5,1,1
2283,4,500,45,0,76,0.0,238,1,1,1
2284,4,400,45,0,76,2.7,619,4,1,1
2285,6,400,45,0,76,3.7,123,2,1,1
2286,1,400,45,1,0,2.1,60,2,1,1
2287,4,500,50,1,99,4.1,200,1,1,1
2288,4,350,45,0,76,3.5,88,2,1,1
2289,1,700,45,1,99,3.7,86,2,1,1
2290,4,600,55,1,99,3.9,181,1,1,1
2291,1,500,30,1,99,3.8,149,2,1,1
2292,4,500,47,1,99,3.9,338,4,1,1
2293,4,750,50,1,0,3.9,824,3,1,1
2294,4,550,45,1,99,3.7,150,2,1,1
2295,4,300,45,0,76,3.8,104,2,1,1
2296,4,800,50,1,99,3.7,315,2,1,1
2297,8,300,60,1,99,3.9,102,1,1,1
2298,4,700,45,0,76,3.6,399,2,1,1
2299,4,500,50,1,99,3.9,440,3,1,1
2300,2,750,50,1,0,4.1,153,5,1,1
2301,4,650,45,1,0,4.0,404,7,1,1
2302,4,200,45,0,76,3.6,57,1,1,1
2303,4,750,45,1,99,4.1,99,8,1,1
2304,3,400,45,1,99,2.9,57,2,1,1
2305,4,400,45,1,99,4.3,227,2,1,1
2306,2,200,45,0,76,4.0,157,1,1,1
2307,4,850,45,1,99,4.0,738,2,1,1
2308,4,250,45,0,76,0.0,238,1,1,1
2309,5,450,45,1,99,3.4,16,4,1,1
2310,4,400,45,1,0,0.0,238,3,1,1
2311,4,300,45,0,76,3.8,119,1,1,1
2312,4,200,45,1,99,3.7,61,1,1,1
2313,4,800,45,1,99,4.0,180,4,1,1
2314,4,700,51,1,250,3.6,349,3,1,1
2315,4,600,45,0,76,3.5,252,4,1,1
2316,4,1000,45,0,76,3.9,499,8,1,1
2317,4,650,45,0,76,3.9,308,3,1,1
2318,4,850,60,1,99,4.1,262,7,1,1
2319,3,200,72,1,99,4.2,436,2,1,2
2320,4,1200,45,0,76,3.8,1176,4,2,2
2321,4,600,45,1,99,3.8,242,5,1,1
2322,4,650,45,0,76,3.7,175,4,1,1
2323,1,250,45,0,76,3.8,66,5,1,2
2324,4,600,45,0,76,3.9,275,5,1,1
2325,4,650,45,0,76,3.8,254,4,1,1
2326,4,400,50,1,99,4.0,397,3,1,2
2327,4,900,45,1,0,3.7,50,3,1,1
2328,1,600,45,0,76,4.0,537,2,1,1
2329,4,500,45,1,99,4.3,147,8,1,1
2330,4,1000,45,1,0,3.9,198,1,1,1
2331,4,400,30,1,99,4.1,226,1,1,1
2332,4,750,45,1,99,3.6,54,2,1,1
2333,4,800,45,0,76,3.8,143,3,1,1
2334,4,1000,45,0,76,4.0,783,3,1,1
2335,1,650,45,1,99,3.7,253,4,1,1
2336,4,700,45,1,0,2.7,411,3,1,1
2337,4,400,45,0,76,3.6,162,3,1,1
2338,4,650,45,0,76,3.8,279,5,1,1
2339,70,200,45,0,76,3.5,76,3,1,1
2340,4,500,45,0,76,2.6,172,5,1,1
2341,4,450,45,0,76,3.6,74,2,1,1
2342,4,400,45,0,76,3.6,120,3,1,1
2343,9,450,45,0,76,3.3,68,2,1,1
2344,4,500,45,0,76,3.6,13,2,1,1
2345,4,800,45,0,76,3.3,24,3,1,1
2346,1,900,45,0,76,3.4,384,4,1,1
2347,4,250,45,0,76,3.8,62,2,1,1
2348,4,350,45,0,76,3.7,53,1,1,1
2349,4,1700,45,0,76,3.7,101,5,1,1
2350,4,400,45,0,76,3.6,138,4,1,1
2351,4,150,45,0,76,4.0,190,2,1,1
2352,4,400,45,0,76,0.0,238,1,1,1
2353,4,4500,45,0,76,4.1,198,5,1,1
2354,4,400,45,0,76,3.9,21,2,1,1
2355,4,450,45,0,76,3.6,127,3,1,1
2356,4,850,45,0,76,3.4,132,3,1,1
2357,4,350,45,0,76,4.0,381,3,1,1
2358,4,500,45,0,76,3.7,93,4,1,1
2359,4,450,45,0,76,3.8,99,5,1,1
2360,4,700,45,1,99,4.0,338,5,1,1
2361,4,350,45,0,76,3.4,27,3,1,1
2362,4,600,45,0,76,3.9,337,4,1,1
2363,4,1000,40,1,99,3.6,460,4,1,1
2364,4,550,45,0,76,3.7,180,3,1,1
2365,4,8000,45,0,76,4.3,266,1,1,1
2366,262,300,45,0,76,3.8,161,2,1,2
2367,4,1000,45,0,76,3.9,208,4,1,1
2368,4,450,45,0,76,3.7,223,1,1,1
2369,4,1500,45,0,76,3.7,73,3,1,1
2370,4,1200,45,0,76,3.7,93,6,1,1
2371,4,500,45,0,76,3.9,73,2,1,1
2372,4,1200,40,1,50,4.1,678,4,1,1
2373,2,200,45,0,76,3.7,197,3,1,1
2374,4,350,45,1,99,4.2,178,2,1,1
